ID,from_node,to_node,distance,spend_tm
1,0,1,38.07886552931954,38
2,0,2,30.805843601498726,30
3,0,3,39.35733730830886,39
4,0,4,36.05551275463989,36
5,0,5,40.311288741492746,40
6,0,6,33.301651610693426,33
7,0,7,35.35533905932738,35
8,0,8,39.05124837953327,39
9,0,9,33.54101966249684,33
10,0,10,31.622776601683793,31
11,0,11,33.52610922848042,33
12,0,12,32.38826948140329,32
13,0,13,38.07886552931954,38
14,0,14,35.35533905932738,35
15,0,15,39.293765408777,39
16,0,16,41.23105625617661,41
17,0,17,40.311288741492746,40
18,0,18,45.17742799230607,45
19,0,19,40.049968789001575,40
20,0,20,35.05709628591621,35
21,0,21,45.0,45
22,0,22,35.0,35
23,0,23,45.044422518220834,45
24,0,24,35.05709628591621,35
25,0,25,45.27692569068709,45
26,0,26,58.52349955359813,58
27,0,27,57.0087712549569,57
28,0,28,55.71355310873648,55
29,0,29,52.20153254455275,52
30,0,30,52.0,52
31,0,31,50.28916384272063,50
32,0,32,51.07837115648854,51
33,0,33,51.478150704935004,51
34,0,34,47.43416490252569,47
35,0,35,44.204072210600685,44
36,0,36,43.01162633521314,43
37,0,37,40.607881008493905,40
38,0,38,37.20215047547655,37
39,0,39,36.05551275463989,36
40,0,40,40.311288741492746,40
41,0,41,30.805843601498726,30
42,0,42,33.54101966249684,33
43,0,43,38.07886552931954,38
44,0,44,35.34119409414458,35
45,0,45,37.73592452822641,37
46,0,46,37.20215047547655,37
47,0,47,38.3275357934736,38
48,0,48,45.044422518220834,45
49,0,49,38.05259518088089,38
50,0,50,35.34119409414458,35
51,0,51,33.54101966249684,33
52,0,52,25.0,25
53,0,53,20.0,20
54,0,54,18.027756377319946,18
55,0,55,14.142135623730951,14
56,0,56,18.027756377319946,18
57,0,57,26.92582403567252,26
58,0,58,47.16990566028302,47
59,0,59,42.42640687119285,42
60,0,60,26.92582403567252,26
61,0,61,15.811388300841896,15
62,0,62,29.154759474226502,29
63,0,63,39.05124837953327,39
64,0,64,20.615528128088304,20
65,0,65,11.180339887498949,11
66,0,66,13.038404810405298,13
67,0,67,25.298221281347036,25
68,0,68,10.0,10
69,0,69,9.219544457292887,9
70,0,70,19.6468827043885,19
71,0,71,25.495097567963924,25
72,0,72,27.459060435491963,27
73,0,73,39.293765408777,39
74,0,74,36.05551275463989,36
75,0,75,57.0087712549569,57
76,0,76,42.941821107167776,42
77,0,77,49.9799959983992,49
78,0,78,32.55764119219941,32
79,0,79,38.47076812334269,38
80,0,80,7.615773105863909,7
81,0,81,12.041594578792296,12
82,0,82,14.7648230602334,14
83,0,83,19.235384061671343,19
84,0,84,27.018512172212592,27
85,0,85,35.4682957019364,35
86,0,86,32.202484376209235,32
87,0,87,38.2099463490856,38
88,0,88,17.88854381999832,17
89,0,89,52.478567053607705,52
90,0,90,4.242640687119285,4
91,0,91,12.041594578792296,12
92,0,92,14.7648230602334,14
93,0,93,21.095023109728988,21
94,0,94,17.11724276862369,17
95,0,95,20.615528128088304,20
96,0,96,15.524174696260024,15
97,0,97,48.16637831516918,48
98,0,98,14.142135623730951,14
99,0,99,20.518284528683193,20
100,0,100,19.235384061671343,19
101,0,101,0.0,0
102,1,0,38.07886552931954,38
103,1,2,10.44030650891055,10
104,1,3,3.0,3
105,1,4,7.0710678118654755,7
106,1,5,5.0,5
107,1,6,12.206555615733702,12
108,1,7,14.142135623730951,14
109,1,8,11.180339887498949,11
110,1,9,52.20153254455275,52
111,1,10,47.43416490252569,47
112,1,11,48.104053883222775,48
113,1,12,43.46262762420146,43
114,1,13,53.85164807134504,53
115,1,14,44.721359549995796,44
116,1,15,50.53711507397311,50
117,1,16,51.478150704935004,51
118,1,17,47.16990566028302,47
119,1,18,82.22530024268686,82
120,1,19,76.90253571892151,76
121,1,20,72.03471385380801,72
122,1,21,81.39410298049853,81
123,1,22,71.58910531638176,71
124,1,23,81.04936767180853,81
125,1,24,71.19691004531025,71
126,1,25,80.62257748298549,80
127,1,26,89.02246907382428,89
128,1,27,86.02325267042627,86
129,1,28,86.68333173107735,86
130,1,29,82.00609733428362,82
131,1,30,83.6301381082203,83
132,1,31,80.43009387039157,80
133,1,32,82.87943049997388,82
134,1,33,84.8528137423857,84
135,1,34,78.10249675906654,78
136,1,35,42.0,42
137,1,36,40.0,40
138,1,37,40.11234224026316,40
139,1,38,37.33630940518894,37
140,1,39,35.35533905932738,35
141,1,40,35.0,35
142,1,41,34.48187929913333,34
143,1,42,30.4138126514911,30
144,1,43,30.0,30
145,1,44,30.14962686336267,30
146,1,45,5.830951894845301,5
147,1,46,8.602325267042627,8
148,1,47,46.14108798023731,46
149,1,48,81.78630692236935,81
150,1,49,74.95331880577403,74
151,1,50,68.62215385719105,68
152,1,51,71.58910531638176,71
153,1,52,55.0,55
154,1,53,35.35533905932738,35
155,1,54,39.05124837953327,39
156,1,55,25.495097567963924,25
157,1,56,55.90169943749474,55
158,1,57,60.207972893961475,60
159,1,58,75.66372975210778,75
160,1,59,66.70832032063167,66
161,1,60,26.92582403567252,26
162,1,61,28.284271247461902,28
163,1,62,64.03124237432849,64
164,1,63,76.32168761236873,76
165,1,64,58.52349955359813,58
166,1,65,46.09772228646444,46
167,1,66,50.59644256269407,50
168,1,67,58.05170109479997,58
169,1,68,29.154759474226502,29
170,1,69,33.54101966249684,33
171,1,70,18.867962264113206,18
172,1,71,50.0,50
173,1,72,42.941821107167776,42
174,1,73,33.97057550292606,33
175,1,74,65.19202405202648,65
176,1,75,82.46211251235322,82
